lg_code,prefecture_code,xmin,ymin,xmax,ymax
04206,04,140.46747905331586,37.89985077539313,140.70597907917136,38.09697830620405
04207,04,140.784157302018,38.109756134638076,140.96317150476136,38.219203278708505
04208,04,140.68645988321725,37.912233865300834,140.85668238738242,38.07714869395721
04209,04,140.9564456676336,38.27642125173952,141.0451144227926,38.31422972092503
04211,04,140.77742717332558,38.04698647664475,140.94142992215336,38.148058107695704
04212,04,141.0585282490796,38.547267865419826,141.41562422757625,38.82327489242249
04213,04,140.70738830062976,38.627434613416824,141.1662255507688,38.96458799963665
04214,04,141.09406566839607,38.316829586316544,141.25882442330862,38.472380747573595
04215,04,140.53878182871858,38.44137483757885,141.16184472105726,38.923817359683596
04216,04,140.8586438654222,38.33222836025078,140.93929153038005,38.4323714682688
04301,04,140.44262771669594,38.0342069457941,140.70609374812818,38.14992727932065
04302,04,140.2750014401645,37.94678222462011,140.53319994811932,38.12985477457835
04321,04,140.67724600509928,38.022490972980165,140.75363444937057,38.07665274842577
04322,04,140.63657031107118,38.05848791888252,140.79659775608172,38.180419838305056
04323,04,140.7430500521184,38.03869846766031,140.83485199672248,38.138261531844364
04324,04,140.44591172514617,38.133760532023075,140.7497003893617,38.267528586275375
04341,04,140.61862272356007,37.773548170611775,140.86156233543363,37.96729450503756
04361,04,140.82312500631417,37.98902702697586,140.92274609565595,38.09573799990892
04362,04,140.84296839167814,37.89090005419433,140.93108673206723,38.00100310800718
04401,04,141.01719083029275,38.35057435102567,141.12725128411967,38.449676197898384
04404,04,141.03219658880175,38.276814494693326,141.0899589880171,38.3272756849251
04406,04,140.9338222826724,38.308449252031494,141.05943015577725,38.37464999989777
04421,04,140.62584616097172,38.346885332891986,140.98325508375524,38.49692894611411
04422,04,140.94756858562187,38.36293413500249,141.06151805421496,38.505902332926496
04424,04,140.786328948922,38.44339417080448,140.96116291843407,38.51335963993557
04444,04,140.6196790528462,38.44727864039709,140.89061333333882,38.572851666571296
04445,04,140.53764002606658,38.4551983329369,140.90698131023942,38.70810472095627
04501,04,141.06575260739714,38.510543838327635,141.23105352759842,38.6036252789836
04505,04,140.99482193278618,38.43824761333684,141.17730197070955,38.59288567583343
04581,04,141.39985739260476,38.38469002672355,141.6063417766519,38.49260750493255
04606,04,141.367729143985,38.5931033333523,141.5665574843406,38.753480441069655
05201,05,140.01513155567693,39.44887827870974,140.51561352834187,39.86502780229142
05202,05,139.9725779773919,40.04750080212051,140.2994025545844,40.37424713469767
05203,05,140.26190316529903,39.092460108447426,140.78866238656008,39.409005108199324
05204,05,140.33268036340826,40.04838005399648,140.74419810595805,40.48705661277262
05206,05,139.69402824860492,39.85684508143555,139.97632844440238,40.07303170335058
05207,05,140.3291024771977,38.87301335957903,140.7556254467571,39.21839535995804
05209,05,140.69712389115477,39.95933297293851,140.9954322828737,40.43085010814616
05210,05,139.9801152269364,39.013589225062844,140.35593241225115,39.598296441327875
05211,05,139.9536782749326,39.80448758613335,140.19904286643532,39.92780989161338
05212,05,140.2273144228226,39.36513622465719,140.74135936444327,39.723726414142845
05213,05,140.24293199731403,39.79564786465738,140.73258041465454,40.35489141390781
05214,05,139.8695898568866,39.105515640334715,140.06594555084666,39.31309144971078
05215,05,140.46404488956023,39.550984468258775,140.87963202299966,39.99980535992961
05303,05,140.67540211431628,40.28235589191104,140.92677418877793,40.51106374769398
05327,05,140.23434919595877,39.796478000059835,140.40078581061687,40.09137597282307
05346,05,140.1002458366762,40.24030246798469,140.3564337743993,40.446583467653056
05348,05,139.94537425441854,39.974567892194614,140.24502033731892,40.157267360200706
